Age,Premium
70,14500
48,10100
70,14500
35,7500
42,8900
65,13500
41,8700
35,7500
62,12900
48,10100
22,4900
41,8700
69,14300
68,14100
62,12900
46,9700
22,4900
60,12500
57,11900
44,9300
45,9500
54,11300
58,12100
66,13700
29,6300
38,8100
69,14300
39,8300
37,7900
52,10900
73,15100
27,5900
32,6900
41,8700
34,7300
46,9700
24,5300
48,10100
44,9300
55,11500
52,10900
48,10100
18,4100
44,9300
66,13700
21,4700
51,10700
20,4500
49,10300
47,9900
63,13100
21,4700
65,13500
37,7900
20,4500
42,8900
68,14100
51,10700
29,6300
36,7700
58,12100
18,4100
29,6300
19,4300
37,7900
66,13700
31,6700
42,8900
30,6500
44,9300
58,12100
63,13100
73,15100
25,5500
65,13500
38,8100
70,14500
18,4100
26,5700
68,14100
42,8900
44,9300
39,8300
59,12300
39,8300
46,9700
55,11500
24,5300
30,6500
58,12100
53,11100
31,6700
18,4100
24,5300
26,5700
59,12300
36,7700
67,13900
25,5500
23,5100
34,7300
74,15300
73,15100
58,12100
55,11500
32,6900
44,9300
29,6300
18,4100
39,8300
61,12700
62,12900
18,4100
18,4100
57,11900
31,6700
69,14300
72,14900
35,7500
52,10900
71,14700
24,5300
43,9100
26,5700
44,9300
53,11100
37,7900
40,8500
21,4700
69,14300
19,4300
66,13700
64,13300
21,4700
37,7900
44,9300
53,11100
51,10700
60,12500
43,9100
33,7100
60,12500
23,5100
34,7300
46,9700
26,5700
23,5100
45,9500
19,4300
22,4900
57,11900
64,13300
18,4100
62,12900
34,7300
20,4500
65,13500
31,6700
23,5100
60,12500
66,13700
20,4500
34,7300
74,15300
28,6100
52,10900
72,14900
72,14900
62,12900
55,11500
71,14700
25,5500
71,14700
59,12300
69,14300
26,5700
58,12100
35,7500
66,13700
59,12300
55,11500
55,11500
46,9700
31,6700
41,8700
60,12500
28,6100
70,14500
31,6700
59,12300
19,4300
38,8100
51,10700
25,5500
47,9900
18,4100
69,14300
35,7500
24,5300
25,5500
72,14900
38,8100
34,7300
39,8300
63,13100
48,10100
44,9300
43,9100
47,9900
20,4500
52,10900
40,8500
51,10700
19,4300
36,7700
53,11100
31,6700
73,15100
25,5500
45,9500
45,9500
33,7100
41,8700
57,11900
52,10900
40,8500
42,8900
68,14100
29,6300
66,13700
39,8300
56,11700
56,11700
73,15100
21,4700
65,13500
38,8100
74,15300
49,10300
55,11500
69,14300
20,4500
74,15300
74,15300
31,6700
66,13700
35,7500
37,7900
61,12700
43,9100
26,5700
52,10900
38,8100
21,4700
31,6700
43,9100
45,9500
24,5300
23,5100
25,5500
59,12300
52,10900
35,7500
64,13300
27,5900
64,13300
74,15300
70,14500
18,4100
33,7100
41,8700
48,10100
41,8700
24,5300
65,13500
27,5900
26,5700
55,11500
65,13500
22,4900
51,10700
66,13700
25,5500
49,10300
70,14500
70,14500
43,9100
70,14500
50,10500
52,10900
59,12300
43,9100
25,5500
47,9900
68,14100
41,8700
74,15300
40,8500
39,8300
47,9900
66,13700
30,6500
19,4300
37,7900
39,8300
68,14100
62,12900
33,7100
62,12900
47,9900
67,13900
43,9100
43,9100
63,13100
30,6500
55,11500
58,12100
26,5700
38,8100
72,14900
53,11100
65,13500
67,13900
55,11500
21,4700
38,8100
45,9500
71,14700
35,7500
60,12500
44,9300
19,4300
51,10700
61,12700
18,4100
37,7900
72,14900
69,14300
31,6700
29,6300
49,10300
67,13900
35,7500
23,5100
42,8900
34,7300
51,10700
60,12500
68,14100
41,8700
19,4300
19,4300
50,10500
66,13700
67,13900
37,7900
68,14100
62,12900
74,15300
73,15100
23,5100
27,5900
33,7100
36,7700
48,10100
50,10500
62,12900
27,5900
48,10100
41,8700
30,6500
28,6100
46,9700
41,8700
54,11300
30,6500
59,12300
40,8500
69,14300
50,10500
31,6700
43,9100
62,12900
57,11900
62,12900
61,12700
54,11300
57,11900
70,14500
63,13100
23,5100
34,7300
22,4900
53,11100
34,7300
43,9100
36,7700
68,14100
34,7300
66,13700
34,7300
50,10500
27,5900
36,7700
63,13100
56,11700
27,5900
58,12100
43,9100
24,5300
28,6100
39,8300
71,14700
64,13300
40,8500
62,12900
21,4700
33,7100
19,4300
53,11100
55,11500
61,12700
52,10900
72,14900
42,8900
39,8300
40,8500
41,8700
49,10300
25,5500
46,9700
22,4900
71,14700
65,13500
28,6100
34,7300
55,11500
57,11900
58,12100
47,9900
69,14300
65,13500
57,11900
25,5500
20,4500
66,13700
21,4700
64,13300
64,13300
57,11900
39,8300
60,12500
68,14100
20,4500
27,5900
64,13300
63,13100
49,10300
36,7700
26,5700
37,7900
70,14500
18,4100
54,11300
67,13900
61,12700
40,8500
46,9700
72,14900
47,9900
54,11300
55,11500
27,5900
38,8100
53,11100
32,6900
45,9500
41,8700
45,9500
53,11100
22,4900
57,11900
21,4700
25,5500
69,14300
59,12300
42,8900
49,10300
59,12300
59,12300
30,6500
23,5100
53,11100
39,8300
36,7700
74,15300
51,10700
48,10100
59,12300
39,8300
41,8700
38,8100
50,10500
38,8100
66,13700
74,15300
57,11900
34,7300
70,14500
20,4500
64,13300
70,14500
73,15100
54,11300
58,12100
33,7100
43,9100
72,14900
25,5500
46,9700
55,11500
63,13100
65,13500
35,7500
69,14300
40,8500
29,6300
37,7900
57,11900
55,11500
68,14100
31,6700
45,9500
70,14500
71,14700
32,6900
69,14300
64,13300
56,11700
23,5100
68,14100
34,7300
68,14100
33,7100
25,5500
69,14300
71,14700
73,15100
20,4500
38,8100
22,4900
71,14700
37,7900
57,11900
36,7700
25,5500
66,13700
31,6700
27,5900
55,11500
52,10900
57,11900
67,13900
74,15300
18,4100
60,12500
68,14100
71,14700
68,14100
60,12500
62,12900
69,14300
41,8700
59,12300
62,12900
27,5900
36,7700
33,7100
33,7100
69,14300
53,11100
68,14100
47,9900
21,4700
56,11700
72,14900
32,6900
61,12700
26,5700
66,13700
45,9500
62,12900
63,13100
57,11900
49,10300
49,10300
41,8700
53,11100
60,12500
29,6300
19,4300
38,8100
57,11900
68,14100
41,8700
28,6100
51,10700
55,11500
74,15300
20,4500
46,9700
19,4300
72,14900
18,4100
58,12100
30,6500
65,13500
24,5300
71,14700
42,8900
63,13100
41,8700
43,9100
32,6900
57,11900
21,4700
55,11500
68,14100
52,10900
29,6300
41,8700
44,9300
54,11300
30,6500
62,12900
73,15100
74,15300
63,13100
55,11500
27,5900
43,9100
60,12500
62,12900
25,5500
25,5500
73,15100
71,14700
26,5700
24,5300
45,9500
33,7100
54,11300
53,11100
33,7100
40,8500
54,11300
55,11500
54,11300
55,11500
46,9700
31,6700
42,8900
21,4700
47,9900
39,8300
30,6500
23,5100
68,14100
61,12700
22,4900
27,5900
46,9700
62,12900
25,5500
67,13900
24,5300
45,9500
42,8900
36,7700
52,10900
67,13900
64,13300
37,7900
60,12500
53,11100
27,5900
44,9300
29,6300
51,10700
36,7700
74,15300
60,12500
63,13100
19,4300
59,12300
45,9500
28,6100
43,9100
64,13300
34,7300
32,6900
60,12500
29,6300
22,4900
26,5700
28,6100
70,14500
32,6900
23,5100
42,8900
49,10300
21,4700
35,7500
62,12900
31,6700
42,8900
34,7300
34,7300
57,11900
48,10100
50,10500
53,11100
31,6700
74,15300
63,13100
73,15100
74,15300
18,4100
68,14100
36,7700
43,9100
48,10100
51,10700
18,4100
53,11100
51,10700
37,7900
64,13300
26,5700
65,13500
35,7500
39,8300
64,13300
50,10500
54,11300
28,6100
34,7300
65,13500
65,13500
34,7300
59,12300
25,5500
47,9900
51,10700
72,14900
53,11100
58,12100
54,11300
18,4100
25,5500
40,8500
31,6700
74,15300
64,13300
72,14900
54,11300
48,10100
52,10900
54,11300
42,8900
56,11700
41,8700
68,14100
60,12500
26,5700
21,4700
54,11300
54,11300
32,6900
41,8700
23,5100
40,8500
46,9700
31,6700
28,6100
52,10900
64,13300
24,5300
28,6100
69,14300
71,14700
33,7100
43,9100
28,6100
43,9100
63,13100
46,9700
29,6300
39,8300
40,8500
44,9300
23,5100
49,10300
34,7300
47,9900
25,5500
64,13300
65,13500
52,10900
31,6700
34,7300
20,4500
65,13500
30,6500
55,11500
58,12100
23,5100
35,7500
39,8300
73,15100
42,8900
43,9100
29,6300
40,8500
31,6700
70,14500
73,15100
45,9500
28,6100
66,13700
58,12100
59,12300
69,14300
38,8100
65,13500
21,4700
54,11300
53,11100
36,7700
25,5500
29,6300
18,4100
68,14100
71,14700
28,6100
53,11100
70,14500
40,8500
66,13700
61,12700
72,14900
71,14700
74,15300
62,12900
26,5700
19,4300
72,14900
57,11900
73,15100
64,13300
22,4900
56,11700
29,6300
65,13500
30,6500
35,7500
51,10700
70,14500
69,14300
32,6900
52,10900
23,5100
26,5700
60,12500
26,5700
65,13500
60,12500
51,10700
52,10900
26,5700
25,5500
37,7900
67,13900
29,6300
28,6100
24,5300
59,12300
67,13900
65,13500
42,8900
73,15100
47,9900
19,4300
71,14700
56,11700
21,4700
39,8300
27,5900
42,8900
33,7100
58,12100
44,9300
67,13900
60,12500
69,14300
22,4900
44,9300
39,8300
45,9500
69,14300
40,8500
57,11900
51,10700
26,5700
45,9500
55,11500
73,15100
19,4300
27,5900
35,7500
55,11500
31,6700
53,11100
64,13300
28,6100
73,15100
53,11100
29,6300
59,12300
73,15100
41,8700
60,12500
27,5900
70,14500
55,11500
48,10100
38,8100
69,14300
30,6500
59,12300
32,6900
22,4900
49,10300
58,12100
32,6900
72,14900
25,5500
73,15100
74,15300
63,13100
62,12900
22,4900
66,13700
71,14700
47,9900
23,5100
62,12900
49,10300
19,4300
47,9900
69,14300
63,13100
58,12100
70,14500
46,9700
51,10700
39,8300
41,8700
71,14700
70,14500
65,13500
53,11100
67,13900
54,11300
57,11900
40,8500
74,15300
20,4500
60,12500
30,6500
60,12500
36,7700
52,10900
31,6700
67,13900
72,14900
24,5300
31,6700
58,12100
59,12300
39,8300
29,6300
23,5100
71,14700
39,8300
41,8700
71,14700
21,4700
45,9500
29,6300
32,6900
34,7300
58,12100
41,8700
27,5900
56,11700
47,9900
59,12300
69,14300
24,5300
52,10900
66,13700
37,7900
73,15100
29,6300
26,5700
65,13500
38,8100
19,4300
28,6100
43,9100
69,14300
45,9500
63,13100
60,12500
23,5100
59,12300
30,6500
34,7300
18,4100
37,7900
70,14500
25,5500
37,7900
44,9300
74,15300
56,11700
58,12100
59,12300
58,12100
73,15100
42,8900
24,5300
36,7700
42,8900
38,8100
35,7500
45,9500
21,4700
47,9900
20,4500
44,9300
52,10900
54,11300
66,13700
45,9500
57,11900
30,6500
59,12300
70,14500
60,12500
42,8900
48,10100
23,5100
71,14700
45,9500
29,6300
70,14500
42,8900
64,13300
42,8900
30,6500
41,8700
31,6700
24,5300
68,14100
73,15100
71,14700
58,12100
43,9100
57,11900
73,15100
21,4700
66,13700
23,5100
50,10500
54,11300
58,12100
42,8900
29,6300
49,10300
42,8900
56,11700
25,5500
33,7100
32,6900
61,12700
32,6900
25,5500
61,12700
60,12500
58,12100
61,12700
29,6300
39,8300
36,7700
65,13500
61,12700
39,8300
51,10700
57,11900
55,11500
59,12300
62,12900
57,11900
40,8500
27,5900
45,9500
57,11900
60,12500
72,14900
58,12100
31,6700
18,4100
65,13500
20,4500
35,7500
53,11100
33,7100
21,4700
72,14900
70,14500
21,4700
27,5900
49,10300
32,6900
53,11100
28,6100
70,14500
72,14900
68,14100
32,6900
27,5900
29,6300
71,14700
61,12700
57,11900
36,7700
41,8700
69,14300
50,10500
60,12500
58,12100
60,12500
34,7300
30,6500
42,8900
26,5700
68,14100
48,10100
68,14100
66,13700
42,8900
48,10100
37,7900
37,7900
36,7700
55,11500
36,7700
27,5900
60,12500
46,9700
71,14700
72,14900
48,10100
47,9900
44,9300
38,8100
21,4700
27,5900
20,4500
49,10300
73,15100
21,4700
59,12300
64,13300
33,7100
72,14900
54,11300
31,6700
19,4300
27,5900
61,12700
56,11700
37,7900
28,6100
61,12700
36,7700
19,4300
38,8100
44,9300
29,6300
50,10500
63,13100
34,7300
31,6700
29,6300
59,12300
73,15100
60,12500
66,13700
29,6300
36,7700
36,7700
23,5100
61,12700
58,12100
24,5300
18,4100
74,15300
56,11700
60,12500
68,14100
34,7300
48,10100
43,9100
38,8100
49,10300
42,8900
65,13500
44,9300
24,5300
47,9900
63,13100
34,7300
39,8300
59,12300
24,5300
64,13300
60,12500
28,6100
31,6700
27,5900
61,12700
36,7700
39,8300
67,13900
53,11100
24,5300
24,5300
19,4300
51,10700
18,4100
69,14300
20,4500
60,12500
47,9900
52,10900
55,11500
21,4700
32,6900
73,15100
38,8100
24,5300
21,4700
36,7700
46,9700
41,8700
62,12900
59,12300
59,12300
67,13900
24,5300
48,10100
51,10700
50,10500
28,6100
22,4900
54,11300
37,7900
43,9100
46,9700
45,9500
18,4100
59,12300
27,5900
59,12300
47,9900
66,13700
65,13500
51,10700
68,14100
62,12900
55,11500
67,13900
32,6900
55,11500
36,7700
47,9900
60,12500
63,13100
49,10300
28,6100
61,12700
61,12700
52,10900
50,10500
74,15300
35,7500
72,14900
67,13900
34,7300
50,10500
31,6700
30,6500
32,6900
28,6100
61,12700
52,10900
49,10300
48,10100
23,5100
69,14300
62,12900
29,6300
59,12300
74,15300
47,9900
60,12500
49,10300
68,14100
31,6700
23,5100
57,11900
53,11100
48,10100
19,4300
41,8700
28,6100
31,6700
57,11900
53,11100
22,4900
18,4100
29,6300
74,15300
61,12700
27,5900
58,12100
25,5500
66,13700
20,4500
60,12500
30,6500
40,8500
74,15300
67,13900
28,6100
22,4900
20,4500
65,13500
60,12500
74,15300
69,14300
52,10900
24,5300
44,9300
62,12900
72,14900
51,10700
42,8900
68,14100
47,9900
49,10300
31,6700
43,9100
65,13500
44,9300
64,13300
35,7500
73,15100
72,14900
48,10100
60,12500
49,10300
71,14700
51,10700
63,13100
29,6300
46,9700
24,5300
52,10900
38,8100
31,6700
64,13300
72,14900
62,12900
70,14500
59,12300
64,13300
26,5700
72,14900
72,14900
66,13700
54,11300
38,8100
70,14500
55,11500
47,9900
23,5100
63,13100
64,13300
54,11300
67,13900
51,10700
39,8300
49,10300
40,8500
54,11300
45,9500
44,9300
65,13500
23,5100
46,9700
39,8300
68,14100
65,13500
69,14300
68,14100
34,7300
23,5100
50,10500
46,9700
69,14300
52,10900
62,12900
30,6500
37,7900
36,7700
50,10500
54,11300
57,11900
64,13300
48,10100
53,11100
63,13100
58,12100
42,8900
52,10900
18,4100
26,5700
36,7700
28,6100
35,7500
38,8100
67,13900
33,7100
18,4100
51,10700
32,6900
18,4100
52,10900
69,14300
53,11100
29,6300
66,13700
38,8100
64,13300
73,15100
38,8100
47,9900
38,8100
54,11300
43,9100
61,12700
73,15100
37,7900
34,7300
62,12900
46,9700
42,8900
43,9100
45,9500
69,14300
28,6100
45,9500
32,6900
55,11500
39,8300
66,13700
50,10500
55,11500
47,9900
20,4500
53,11100
65,13500
49,10300
69,14300
58,12100
24,5300
29,6300
26,5700
45,9500
42,8900
72,14900
45,9500
46,9700
70,14500
68,14100
23,5100
45,9500
54,11300
51,10700
71,14700
38,8100
74,15300
26,5700
68,14100
74,15300
25,5500
43,9100
47,9900
72,14900
20,4500
20,4500
58,12100
37,7900
35,7500
19,4300
48,10100
54,11300
73,15100
62,12900
18,4100
62,12900
38,8100
49,10300
57,11900
30,6500
69,14300
38,8100
55,11500
57,11900
54,11300
58,12100
61,12700
21,4700
55,11500
68,14100
31,6700
63,13100
32,6900
32,6900
45,9500
69,14300
62,12900
34,7300
38,8100
66,13700
52,10900
72,14900
45,9500
43,9100
22,4900
32,6900
43,9100
19,4300
49,10300
69,14300
70,14500
68,14100
72,14900
36,7700
66,13700
54,11300
35,7500
22,4900
52,10900
59,12300
48,10100
54,11300
56,11700
70,14500
27,5900
72,14900
73,15100
66,13700
37,7900
19,4300
61,12700
26,5700
48,10100
60,12500
52,10900
68,14100
23,5100
18,4100
50,10500
28,6100
23,5100
46,9700
52,10900
27,5900
56,11700
47,9900
36,7700
52,10900
67,13900
65,13500
49,10300
32,6900
26,5700
65,13500
49,10300
49,10300
70,14500
41,8700
74,15300
20,4500
26,5700
21,4700
73,15100
40,8500
23,5100
22,4900
32,6900
44,9300
63,13100
35,7500
55,11500
58,12100
27,5900
54,11300
23,5100
73,15100
56,11700
72,14900
39,8300
30,6500
68,14100
46,9700
68,14100
24,5300
73,15100
71,14700
56,11700
52,10900
59,12300
69,14300
23,5100
46,9700
36,7700
48,10100
30,6500
24,5300
22,4900
36,7700
39,8300
34,7300
20,4500
59,12300
49,10300
53,11100
46,9700
43,9100
58,12100
64,13300
47,9900
26,5700
37,7900
37,7900
74,15300
25,5500
48,10100
43,9100
74,15300
42,8900
69,14300
23,5100
56,11700
29,6300
64,13300
27,5900
63,13100
69,14300
51,10700
74,15300
18,4100
65,13500
52,10900
58,12100
24,5300
26,5700
68,14100
72,14900
19,4300
42,8900
61,12700
57,11900
56,11700
63,13100
40,8500
40,8500
68,14100
58,12100
52,10900
23,5100
60,12500
52,10900
74,15300
40,8500
49,10300
70,14500
67,13900
48,10100
46,9700
30,6500
48,10100
66,13700
29,6300
53,11100
38,8100
48,10100
45,9500
65,13500
33,7100
30,6500
43,9100
18,4100
39,8300
34,7300
24,5300
71,14700
62,12900
63,13100
33,7100
61,12700
71,14700
53,11100
33,7100
69,14300
47,9900
49,10300
41,8700
22,4900
42,8900
22,4900
54,11300
42,8900
23,5100
35,7500
31,6700
45,9500
54,11300
35,7500
23,5100
39,8300
45,9500
53,11100
67,13900
26,5700
28,6100
24,5300
25,5500
38,8100
20,4500
19,4300
66,13700
69,14300
32,6900
28,6100
59,12300
45,9500
20,4500
71,14700
64,13300
23,5100
64,13300
27,5900
39,8300
48,10100
35,7500
54,11300
56,11700
43,9100
45,9500
69,14300
25,5500
31,6700
68,14100
36,7700
61,12700
39,8300
21,4700
34,7300
73,15100
72,14900
58,12100
71,14700
49,10300
30,6500
65,13500
62,12900
36,7700
24,5300
48,10100
42,8900
52,10900
68,14100
60,12500
50,10500
69,14300
32,6900
26,5700
40,8500
48,10100
41,8700
52,10900
22,4900
29,6300
22,4900
46,9700
31,6700
31,6700
52,10900
63,13100
27,5900
28,6100
34,7300
39,8300
70,14500
29,6300
21,4700
60,12500
52,10900
68,14100
71,14700
66,13700
47,9900
38,8100
22,4900
20,4500
62,12900
55,11500
69,14300
59,12300
54,11300
27,5900
37,7900
52,10900
35,7500
51,10700
26,5700
21,4700
67,13900
32,6900
37,7900
37,7900
49,10300
35,7500
36,7700
57,11900
50,10500
71,14700
69,14300
74,15300
63,13100
53,11100
73,15100
50,10500
70,14500
42,8900
33,7100
30,6500
20,4500
32,6900
51,10700
70,14500
18,4100
50,10500
24,5300
38,8100
37,7900
21,4700
69,14300
45,9500
26,5700
23,5100
18,4100
71,14700
40,8500
45,9500
69,14300
61,12700
40,8500
61,12700
30,6500
38,8100
24,5300
33,7100
44,9300
22,4900
32,6900
34,7300
42,8900
25,5500
66,13700
31,6700
52,10900
63,13100
56,11700
54,11300
71,14700
22,4900
18,4100
66,13700
37,7900
48,10100
70,14500
32,6900
62,12900
74,15300
69,14300
43,9100
69,14300
32,6900
61,12700
49,10300
40,8500
28,6100
32,6900
27,5900
61,12700
35,7500
29,6300
68,14100
62,12900
71,14700
18,4100
69,14300
61,12700
43,9100
27,5900
65,13500
64,13300
53,11100
27,5900
46,9700
68,14100
45,9500
61,12700
40,8500
37,7900
60,12500
48,10100
52,10900
39,8300
67,13900
44,9300
63,13100
40,8500
36,7700
27,5900
66,13700
53,11100
61,12700
62,12900
69,14300
32,6900
58,12100
41,8700
31,6700
41,8700
71,14700
71,14700
36,7700
67,13900
63,13100
55,11500
30,6500
46,9700
26,5700
24,5300
45,9500
40,8500
41,8700
22,4900
51,10700
37,7900
51,10700
72,14900
26,5700
47,9900
69,14300
68,14100
52,10900
32,6900
64,13300
23,5100
74,15300
53,11100
70,14500
64,13300
19,4300
49,10300
33,7100
63,13100
73,15100
53,11100
39,8300
58,12100
63,13100
71,14700
60,12500
18,4100
54,11300
35,7500
44,9300
48,10100
46,9700
64,13300
36,7700
29,6300
25,5500
21,4700
31,6700
21,4700
58,12100
41,8700
18,4100
38,8100
59,12300
35,7500
20,4500
35,7500
41,8700
59,12300
70,14500
50,10500
33,7100
47,9900
20,4500
19,4300
52,10900
37,7900
31,6700
74,15300
41,8700
47,9900
53,11100
35,7500
57,11900
71,14700
20,4500
59,12300
65,13500
63,13100
57,11900
31,6700
50,10500
74,15300
44,9300
47,9900
25,5500
39,8300
23,5100
63,13100
54,11300
44,9300
20,4500
69,14300
30,6500
54,11300
25,5500
68,14100
46,9700
29,6300
40,8500
39,8300
45,9500
68,14100
50,10500
36,7700
30,6500
55,11500
51,10700
72,14900
41,8700
24,5300
41,8700
53,11100
25,5500
32,6900
26,5700
44,9300
33,7100
20,4500
60,12500
51,10700
35,7500
41,8700
31,6700
71,14700
71,14700
74,15300
31,6700
57,11900
35,7500
74,15300
51,10700
61,12700
35,7500
27,5900
55,11500
51,10700
28,6100
56,11700
50,10500
74,15300
25,5500
18,4100
36,7700
36,7700
70,14500
21,4700
64,13300
43,9100
26,5700
52,10900
52,10900
43,9100
56,11700
56,11700
74,15300
34,7300
70,14500
23,5100
51,10700
29,6300
67,13900
20,4500
55,11500
69,14300
22,4900
21,4700
66,13700
31,6700
44,9300
27,5900
74,15300
50,10500
43,9100
72,14900
26,5700
35,7500
19,4300
72,14900
28,6100
47,9900
35,7500
25,5500
67,13900
55,11500
67,13900
28,6100
33,7100
25,5500
67,13900
38,8100
32,6900
43,9100
58,12100
42,8900
54,11300
40,8500
47,9900
29,6300
33,7100
70,14500
35,7500
66,13700
27,5900
28,6100
41,8700
71,14700
42,8900
74,15300
34,7300
38,8100
29,6300
38,8100
24,5300
44,9300
60,12500
22,4900
42,8900
68,14100
20,4500
52,10900
52,10900
41,8700
55,11500
62,12900
62,12900
74,15300
61,12700
64,13300
34,7300
54,11300
54,11300
19,4300
44,9300
43,9100
51,10700
53,11100
46,9700
60,12500
21,4700
23,5100
67,13900
19,4300
27,5900
62,12900
50,10500
74,15300
53,11100
53,11100
48,10100
58,12100
71,14700
53,11100
66,13700
47,9900
43,9100
43,9100
29,6300
74,15300
29,6300
40,8500
57,11900
22,4900
33,7100
71,14700
44,9300
22,4900
63,13100
54,11300
66,13700
54,11300
64,13300
28,6100
37,7900
70,14500
45,9500
65,13500
39,8300
69,14300
40,8500
29,6300
28,6100
65,13500
38,8100
35,7500
54,11300
65,13500
35,7500
57,11900
63,13100
57,11900
24,5300
23,5100
20,4500
36,7700
51,10700
70,14500
58,12100
50,10500
18,4100
74,15300
51,10700
33,7100
27,5900
51,10700
60,12500
35,7500
32,6900
57,11900
66,13700
60,12500
26,5700
18,4100
21,4700
67,13900
72,14900
44,9300
34,7300
46,9700
45,9500
58,12100
51,10700
65,13500
33,7100
70,14500
55,11500
53,11100
52,10900
18,4100
67,13900
18,4100
50,10500
30,6500
37,7900
48,10100
72,14900
74,15300
20,4500
19,4300
50,10500
18,4100
62,12900
43,9100
62,12900
50,10500
50,10500
42,8900
55,11500
22,4900
50,10500
36,7700
59,12300
37,7900
53,11100
74,15300
26,5700
46,9700
61,12700
72,14900
35,7500
40,8500
38,8100
19,4300
20,4500
45,9500
73,15100
63,13100
66,13700
32,6900
37,7900
19,4300
35,7500
47,9900
32,6900
57,11900
35,7500
73,15100
19,4300
57,11900
46,9700
30,6500
57,11900
19,4300
54,11300
38,8100
45,9500
35,7500
60,12500
67,13900
52,10900
62,12900
71,14700
41,8700
39,8300
55,11500
48,10100
23,5100
46,9700
25,5500
40,8500
64,13300
52,10900
24,5300
31,6700
45,9500
41,8700
45,9500
23,5100
41,8700
49,10300
50,10500
45,9500
60,12500
22,4900
72,14900
56,11700
18,4100
25,5500
62,12900
71,14700
43,9100
70,14500
32,6900
46,9700
72,14900
68,14100
36,7700
55,11500
26,5700
37,7900
32,6900
51,10700
73,15100
64,13300
42,8900
31,6700
18,4100
56,11700
58,12100
56,11700
53,11100
57,11900
73,15100
67,13900
68,14100
69,14300
38,8100
74,15300
55,11500
61,12700
41,8700
43,9100
66,13700
47,9900
68,14100
53,11100
47,9900
65,13500
34,7300
34,7300
69,14300
45,9500
72,14900
27,5900
27,5900
27,5900
49,10300
33,7100
31,6700
29,6300
50,10500
50,10500
37,7900
41,8700
54,11300
65,13500
63,13100
28,6100
27,5900
37,7900
57,11900
53,11100
43,9100
68,14100
71,14700
63,13100
23,5100
43,9100
21,4700
29,6300
52,10900
23,5100
61,12700
22,4900
18,4100
31,6700
43,9100
70,14500
20,4500
44,9300
69,14300
49,10300
28,6100
56,11700
31,6700
40,8500
64,13300
35,7500
73,15100
46,9700
30,6500
36,7700
74,15300
21,4700
50,10500
50,10500
55,11500
30,6500
46,9700
24,5300
70,14500
21,4700
52,10900
62,12900
40,8500
68,14100
47,9900
41,8700
30,6500
64,13300
71,14700
43,9100
55,11500
39,8300
30,6500
23,5100
46,9700
47,9900
63,13100
39,8300
72,14900
18,4100
27,5900
70,14500
48,10100
31,6700
63,13100
53,11100
33,7100
31,6700
48,10100
54,11300
53,11100
49,10300
47,9900
42,8900
41,8700
44,9300
20,4500
18,4100
27,5900
56,11700
33,7100
49,10300
21,4700
59,12300
36,7700
27,5900
38,8100
18,4100
63,13100
48,10100
31,6700
35,7500
35,7500
46,9700
53,11100
42,8900
27,5900
67,13900
70,14500
58,12100
65,13500
67,13900
26,5700
35,7500
71,14700
41,8700
58,12100
19,4300
22,4900
39,8300
43,9100
59,12300
20,4500
66,13700
24,5300
46,9700
55,11500
67,13900
32,6900
53,11100
26,5700
45,9500
38,8100
70,14500
50,10500
49,10300
62,12900
40,8500
68,14100
52,10900
26,5700
58,12100
45,9500
61,12700
38,8100
44,9300
62,12900
62,12900
51,10700
24,5300
64,13300
70,14500
19,4300
40,8500
54,11300
56,11700
64,13300
62,12900
32,6900
63,13100
54,11300
60,12500
28,6100
64,13300
54,11300
43,9100
28,6100
70,14500
61,12700
20,4500
61,12700
20,4500
33,7100
72,14900
38,8100
64,13300
23,5100
72,14900
28,6100
71,14700
58,12100
28,6100
63,13100
43,9100
46,9700
23,5100
61,12700
46,9700
57,11900
39,8300
42,8900
66,13700
55,11500
54,11300
35,7500
36,7700
61,12700
51,10700
61,12700
24,5300
70,14500
39,8300
39,8300
52,10900
55,11500
18,4100
22,4900
20,4500
45,9500
35,7500
68,14100
20,4500
19,4300
43,9100
56,11700
34,7300
34,7300
50,10500
20,4500
27,5900
50,10500
28,6100
52,10900
24,5300
70,14500
57,11900
32,6900
49,10300
38,8100
67,13900
52,10900
45,9500
19,4300
70,14500
56,11700
71,14700
48,10100
22,4900
31,6700
41,8700
47,9900
28,6100
61,12700
65,13500
70,14500
49,10300
38,8100
44,9300
40,8500
49,10300
32,6900
35,7500
54,11300
41,8700
72,14900
24,5300
20,4500
60,12500
62,12900
66,13700
39,8300
47,9900
43,9100
56,11700
68,14100
69,14300
58,12100
23,5100
41,8700
27,5900
67,13900
53,11100
56,11700
44,9300
39,8300
57,11900
68,14100
72,14900
71,14700
37,7900
23,5100
63,13100
53,11100
67,13900
29,6300
44,9300
62,12900
21,4700
50,10500
59,12300
52,10900
46,9700
26,5700
25,5500
23,5100
21,4700
57,11900
32,6900
39,8300
35,7500
29,6300
23,5100
23,5100
23,5100
46,9700
45,9500
57,11900
43,9100
67,13900
32,6900
61,12700
52,10900
34,7300
45,9500
62,12900
29,6300
53,11100
19,4300
63,13100
53,11100
68,14100
63,13100
66,13700
59,12300
54,11300
43,9100
60,12500
32,6900
72,14900
45,9500
28,6100
32,6900
46,9700
35,7500
50,10500
69,14300
54,11300
69,14300
61,12700
56,11700
68,14100
29,6300
74,15300
69,14300
39,8300
55,11500
43,9100
25,5500
